date, leftPanel, pair, rightPanel
29/12/2020, 270, 98,800
30/12/2020, 170, 84,356
31/12/2020, 238, 36,457
01/01/2021, 167, 43,229
02/01/2021, 245, 12,778
03/01/2021, 378, 86,367
04/01/2021, 120, 38,440
05/01/2021, 380, 18,125
06/01/2021, 258, 50,280
07/01/2021, 356, 45,267
08/01/2021, 578, 04,220
09/01/2021, 127, 05,690
10/01/2021, 589, 29,270
11/01/2021, 113, 56,466
12/01/2021, 270, 90,244
13/01/2021, 679, 28,990
14/01/2021, 167, 47,566
15/01/2021, 448, 67,557
16/01/2021, 780, 57,160
17/01/2021, 247, 39,450
18/01/2021, 457, 65,122
19/01/2021, 770, 40,235
20/01/2021, 147, 29,144
21/01/2021, 469, 90,136
22/01/2021, 159, 50,127
23/01/2021, 188, 73,300
24/01/2021, 335, 13,599
25/01/2021, 188, 75,357
26/01/2021, ***, **,***
27/01/2021, 389, 00,118
28/01/2021, 340, 74,590
29/01/2021, 126, 92,156
30/01/2021, 220, 42,246
31/01/2021, 119, 19,667
01/02/2021, 188, 75,357
02/02/2021, 124, 71,335
03/02/2021, 233, 86,178
04/02/2021, 127, 02,345
05/02/2021, 780, 54,347
06/02/2021, 144, 96,358
07/02/2021, 180, 93,157
08/02/2021, 235, 01,245
09/02/2021, 390, 26,268
10/02/2021, 678, 18,459
11/02/2021, 479, 09,289
12/02/2021, 558, 87,458
13/02/2021, 599, 39,180
14/02/2021, 800, 82,778
15/02/2021, 230, 50,389
16/02/2021, 560, 12,237
17/02/2021, 349, 67,223
18/02/2021, 277, 60,578
19/02/2021, 990, 85,366
20/02/2021, 257, 44,130
21/02/2021, 244, 07,566
22/02/2021, 679, 25,780
23/02/2021, 367, 60,127
24/02/2021, 770, 47,179
25/02/2021, 670, 39,270
26/02/2021, 335, 16,268
27/02/2021, 477, 82,390
28/02/2021, 124, 74,149
01/03/2021, 550, 02,480
02/03/2021, 199, 93,689
03/03/2021, 236, 15,339
04/03/2021, 447, 53,120
05/03/2021, 279, 85,177
06/03/2021, 123, 60,578
07/03/2021, 110, 26,556
08/03/2021, 459, 80,569
09/03/2021, 349, 68,260
10/03/2021, 889, 59,667
11/03/2021, 389, 04,699
12/03/2021, 559, 95,348
13/03/2021, 790, 60,668
14/03/2021, 678, 19,568
15/03/2021, 114, 69,225
16/03/2021, 244, 09,900
17/03/2021, 290, 16,330
18/03/2021, 279, 88,233
19/03/2021, 890, 71,579
20/03/2021, 336, 26,790
21/03/2021, 578, 08,369
22/03/2021, 599, 31,489
23/03/2021, 267, 55,140
24/03/2021, 224, 81,588
25/03/2021, 680, 43,689
26/03/2021, 568, 96,240
27/03/2021, 456, 53,788
28/03/2021, 799, 54,112
29/03/2021, ***, **,***
30/03/2021, 345, 22,156
31/03/2021, 590, 47,340
01/04/2021, 126, 98,378
02/04/2021, 248, 41,146
03/04/2021, 123, 60,460
04/04/2021, 669, 14,149
05/04/2021, 490, 37,467
06/04/2021, 455, 42,246
07/04/2021, 389, 02,138
08/04/2021, 127, 03,157
09/04/2021, 457, 66,600
10/04/2021, 336, 21,119
11/04/2021, 288, 83,337
12/04/2021, 146, 10,569
13/04/2021, 155, 11,380
14/04/2021, 459, 89,126
15/04/2021, 188, 77,890
16/04/2021, 339, 54,789
17/04/2021, 134, 80,136
18/04/2021, 580, 32,679
19/04/2021, 447, 52,688
20/04/2021, 235, 08,279
21/04/2021, 390, 29,450
22/04/2021, 239, 44,356
23/04/2021, 170, 89,360
24/04/2021, 379, 98,288
25/04/2021, 367, 64,338
26/04/2021, 779, 38,558
27/04/2021, 122, 51,119
28/04/2021, 177, 58,233
29/04/2021, 244, 07,377
30/04/2021, 268, 60,145
01/05/2021, 350, 88,477
02/05/2021, 179, 70,118
03/05/2021, 245, 12,778
04/05/2021, 359, 71,290
05/05/2021, 279, 85,690
06/05/2021, 389, 04,590
07/05/2021, 129, 26,259
08/05/2021, 256, 31,470
09/05/2021, 280, 07,179
10/05/2021, 168, 54,248
11/05/2021, 266, 47,250
12/05/2021, 228, 21,155
13/05/2021, 355, 36,123
14/05/2021, 468, 86,556
15/05/2021, 570, 29,379
16/05/2021, 479, 08,260
17/05/2021, 588, 18,170
18/05/2021, 390, 26,150
19/05/2021, 567, 85,366
20/05/2021, 790, 60,677
21/05/2021, 347, 41,380
22/05/2021, 789, 44,680
23/05/2021, 255, 28,189
24/05/2021, 299, 00,389
25/05/2021, 147, 28,378
26/05/2021, 240, 64,239
27/05/2021, 139, 35,258
28/05/2021, 180, 99,360
29/05/2021, 458, 79,135
30/05/2021, 457, 68,125
31/05/2021, 236, 10,370
01/06/2021, 178, 62,480
02/06/2021, 348, 55,456
03/06/2021, 336, 28,369
04/06/2021, 257, 44,699
05/06/2021, 280, 01,579
06/06/2021, 358, 60,578
07/06/2021, 234, 99,469
08/06/2021, 156, 24,149
09/06/2021, 367, 60,479
10/06/2021, 368, 70,235
11/06/2021, 137, 13,256
12/06/2021, 177, 52,679
13/06/2021, 226, 09,577
14/06/2021, 134, 80,145
15/06/2021, 688, 22,246
16/06/2021, 118, 08,990
17/06/2021, 114, 66,466
18/06/2021, 338, 47,557
19/06/2021, 890, 71,399
20/06/2021, 567, 89,478
21/06/2021, 127, 03,346
22/06/2021, 357, 59,388
23/06/2021, 233, 89,234
24/06/2021, 229, 37,449
25/06/2021, 680, 44,167
26/06/2021, 889, 57,124
27/06/2021, 100, 10,550
28/06/2021, 157, 33,490
29/06/2021, 379, 92,679
30/06/2021, 269, 77,700
01/07/2021, 112, 41,290
02/07/2021, 244, 06,330
03/07/2021, 155, 12,589
04/07/2021, 345, 24,158
05/07/2021, 249, 55,348
06/07/2021, 578, 03,238
07/07/2021, 248, 48,459
08/07/2021, 678, 10,569
