date, leftPanel, pair, rightPanel
28/11/2014, 580, 34,446
29/11/2014, 179, 73,148
01/12/2014, 588, 12,688
02/12/2014, 570, 22,660
03/12/2014, 138, 29,568
04/12/2014, 357, 58,260
05/12/2014, 366, 52,228
06/12/2014, 450, 90,118
08/12/2014, 234, 99,135
09/12/2014, 670, 35,159
10/12/2014, 129, 27,700
11/12/2014, 390, 22,156
12/12/2014, 470, 16,240
13/12/2014, 336, 23,337
15/12/2014, 780, 55,77
16/12/2014, 349, 66,600
17/12/2014, 489, 10,244
18/12/2014, 126, 93,238
19/12/2014, 289, 95,159
20/12/2014, 138, 27,359
22/12/2014, 147, 47,223
23/12/2014, 24, 72,255
24/12/2014, 780, 58,477
25/12/2014, 680, 41,100
26/12/2014, 678, 12,228
27/12/2014, 157, 35,140
29/12/2014, 127, 04,356
30/12/2014, 137, 10,127
31/12/2014, 780, 58,990
01/01/2015, 689, 37,269
02/01/2015, 149, 41,137
03/01/2015, 189, 83,247
05/01/2015, 267, 54,347
06/01/2015, 237, 22,345
07/01/2015, 770, 41,560
08/01/2015, 127, 06,358
09/01/2015, 149, 44,257
10/01/2015, 450, 96,367
12/01/2015, 479, 09,289
13/01/2015, 460, 06,240
14/01/2015, ***, **,***
15/01/2015, 600, 68,224
16/01/2015, 359, 78,378
17/01/2015, 566, 78,468
19/01/2015, 689, 33,256
20/01/2015, 268, 66,790
21/01/2015, 330, 64,699
22/01/2015, 148, 34,590
23/01/2015, 114, 62,200
24/01/2015, 900, 93,256
26/01/2015, ***, **,***
27/01/2015, 145, 07,223
28/01/2015, 127, 04,158
29/01/2015, 567, 84,167
30/01/2015, 568, 92,390
31/01/2015, 246, 29,126
02/02/2015, 559, 90,145
03/02/2015, 788, 36,259
04/02/2015, 160, 76,790
05/02/2015, 226, 09,135
06/02/2015, 128, 13,139
07/02/2015, 278, 81,128
09/02/2015, 445, 31,236
10/02/2015, 180, 97,250
11/02/2015, 117, 99,360
12/02/2015, 368, 73,238
13/02/2015, 889, 53,689
14/02/2015, 268, 66,367
16/02/2015, 379, 99,234
17/02/2015, 379, 92,679
18/02/2015, 678, 15,249
19/02/2015, 669, 14,400
20/02/2015, 456, 54,167
21/02/2015, 799, 57,449
23/02/2015, 468, 84,112
24/02/2015, 678, 13,670
25/02/2015, 160, 78,369
26/02/2015, 579, 14,590
27/02/2015, 567, 83,490
28/02/2015, 120, 31,245
02/03/2015, 189, 80,668
03/03/2015, 359, 77,223
04/03/2015, 255, 27,269
05/03/2015, 448, 63,229
06/03/2015, ***, **,***
07/03/2015, 678, 15,690
09/03/2015, 170, 85,122
10/03/2015, 477, 80,118
11/03/2015, 477, 87,269
12/03/2015, 118, 01,399
13/03/2015, 558, 81,137
14/03/2015, 357, 55,168
16/03/2015, 467, 76,448
17/03/2015, 149, 43,346
18/03/2015, 467, 79,667
19/03/2015, 166, 33,120
20/03/2015, 590, 47,250
21/03/2015, 127, 02,345
23/03/2015, 670, 33,300
24/03/2015, 559, 95,168
25/03/2015, 699, 47,250
26/03/2015, 129, 20,569
27/03/2015, 258, 50,145
28/03/2015, 148, 32,480
30/03/2015, 229, 38,224
31/03/2015, 470, 10,136
01/04/2015, 180, 99,388
02/04/2015, 770, 42,156
03/04/2015, 578, 04,248
04/04/2015, 178, 64,266
06/04/2015, 146, 15,447
07/04/2015, 117, 90,235
08/04/2015, 470, 12,255
09/04/2015, 580, 39,135
10/04/2015, 236, 15,140
11/04/2015, 480, 25,690
13/04/2015, 457, 68,125
14/04/2015, 140, 56,277
15/04/2015, 178, 61,290
16/04/2015, 123, 65,258
17/04/2015, 588, 12,237
18/04/2015, 190, 04,130
20/04/2015, 457, 61,236
21/04/2015, 568, 96,790
22/04/2015, 180, 95,230
23/04/2015, 240, 62,129
24/04/2015, 670, 38,567
25/04/2015, 469, 93,689
27/04/2015, 590, 43,300
28/04/2015, 788, 31,669
29/04/2015, 789, 46,457
30/04/2015, 790, 64,257
01/05/2015, 230, 54,338
02/05/2015, 600, 63,580
04/05/2015, 348, 52,156
05/05/2015, 178, 61,119
06/05/2015, 134, 89,180
07/05/2015, 578, 03,689
08/05/2015, 368, 71,236
09/05/2015, 358, 60,578
11/05/2015, 134, 89,559
12/05/2015, 279, 82,255
13/05/2015, 112, 40,190
14/05/2015, 137, 17,160
15/05/2015, 368, 71,560
16/05/2015, 448, 64,149
18/05/2015, 167, 41,380
19/05/2015, 359, 76,448
20/05/2015, 150, 64,158
21/05/2015, 679, 26,457
22/05/2015, 679, 20,370
23/05/2015, 123, 69,568
25/05/2015, 135, 92,499
26/05/2015, 570, 28,378
27/05/2015, 179, 73,490
28/05/2015, 190, 08,350
29/05/2015, 349, 63,788
30/05/2015, 348, 51,579
01/06/2015, 455, 42,660
02/06/2015, 670, 34,130
03/06/2015, 679, 20,389
04/06/2015, 660, 29,117
05/06/2015, 589, 23,689
06/06/2015, 770, 46,349
08/06/2015, 190, 01,399
09/06/2015, 134, 81,236
10/06/2015, 455, 44,167
11/06/2015, 235, 08,125
12/06/2015, 799, 59,900
13/06/2015, 269, 72,778
15/06/2015, 680, 48,170
16/06/2015, 225, 94,158
17/06/2015, 119, 15,357
18/06/2015, 144, 98,116
19/06/2015, 689, 34,680
20/06/2015, 580, 31,678
22/06/2015, 668, 02,499
23/06/2015, 157, 35,799
24/06/2015, 237, 23,139
25/06/2015, 134, 85,357
26/06/2015, 457, 65,357
27/06/2015, 226, 00,190
29/06/2015, 125, 86,277
30/06/2015, 268, 64,338
01/07/2015, 170, 89,568
02/07/2015, 359, 70,569
03/07/2015, 238, 36,600
04/07/2015, 567, 86,150
06/07/2015, 259, 65,140
07/07/2015, 147, 27,179
08/07/2015, 128, 12,200
09/07/2015, 156, 27,467
10/07/2015, 779, 33,157
11/07/2015, 247, 38,134
13/07/2015, 279, 80,136
14/07/2015, 139, 32,156
15/07/2015, 289, 91,380
16/07/2015, 390, 20,280
17/07/2015, 358, 65,690
18/07/2015, ***, **,***
20/07/2015, 236, 11,669
21/07/2015, 258, 55,348
22/07/2015, 116, 88,125
23/07/2015, 679, 20,677
24/07/2015, 469, 94,149
25/07/2015, 147, 29,469
27/07/2015, 270, 94,248
28/07/2015, 379, 98,369
29/07/2015, 226, 04,149
30/07/2015, 488, 04,130
31/07/2015, 110, 20,389
01/08/2015, 370, 07,179
03/08/2015, 589, 26,240
04/08/2015, 660, 28,477
05/08/2015, 260, 88,134
06/08/2015, 289, 98,233
07/08/2015, 667, 92,255
08/08/2015, 680, 44,158
10/08/2015, 799, 57,340
11/08/2015, 227, 14,257
12/08/2015, 345, 20,226
13/08/2015, 159, 59,270
14/08/2015, 379, 90,569
15/08/2015, ***, **,***
17/08/2015, 790, 60,235
18/08/2015, 266, 48,567
19/08/2015, 499, 21,100
20/08/2015, 357, 50,460
21/08/2015, 460, 07,700
22/08/2015, 360, 92,679
24/08/2015, 457, 67,449
25/08/2015, 369, 88,170
26/08/2015, 158, 42,679
27/08/2015, 117, 99,234
28/08/2015, 470, 16,123
29/08/2015, 890, 74,158
31/08/2015, 126, 99,289
01/09/2015, 278, 75,357
02/09/2015, 245, 11,579
03/09/2015, 569, 04,248
04/09/2015, 258, 55,690
05/09/2015, 568, 97,890
07/09/2015, 678, 18,189
08/09/2015, 568, 99,270
09/09/2015, 557, 75,159
10/09/2015, 199, 96,277
11/09/2015, 359, 76,358
12/09/2015, 356, 41,100
14/09/2015, 480, 20,550
15/09/2015, 366, 55,113
16/09/2015, 246, 21,470
17/09/2015, 300, 36,556
18/09/2015, 799, 58,233
19/09/2015, 455, 45,357
21/09/2015, 117, 92,688
22/09/2015, 180, 97,160
23/09/2015, 578, 00,460
24/09/2015, 366, 58,189
25/09/2015, 190, 03,346
26/09/2015, 136, 01,470
28/09/2015, 890, 78,459
29/09/2015, 149, 41,335
30/09/2015, 335, 18,800
01/10/2015, 349, 68,369
02/10/2015, 447, 54,789
03/10/2015, 157, 34,338
05/10/2015, 120, 31,678
06/10/2015, 667, 98,440
07/10/2015, 177, 57,340
08/10/2015, 889, 56,448
09/10/2015, 279, 80,370
10/10/2015, 345, 28,260
12/10/2015, 226, 04,455
13/10/2015, 389, 02,237
14/10/2015, 455, 41,290
15/10/2015, 489, 19,270
16/10/2015, 136, 04,158
17/10/2015, 446, 49,478
19/10/2015, 190, 04,248
20/10/2015, 678, 12,246
21/10/2015, 158, 43,490
22/10/2015, 260, 82,570
23/10/2015, 367, 67,340
24/10/2015, 567, 80,190
26/10/2015, 335, 14,680
27/10/2015, 259, 64,400
28/10/2015, 560, 14,167
29/10/2015, 130, 42,480
30/10/2015, 890, 76,349
31/10/2015, 346, 39,450
01/11/2015, 150, 62,147
02/11/2015, 569, 00,389
03/11/2015, 468, 86,169
04/11/2015, 468, 83,337
05/11/2015, 338, 44,130
06/11/2015, 188, 79,180
16/11/2015, 345, 27,449
17/11/2015, 113, 51,380
18/11/2015, 145, 06,448
19/11/2015, 558, 81,128
20/11/2015, 700, 72,110
21/11/2015, 259, 61,128
23/11/2015, 369, 83,670
24/11/2015, 890, 75,357
25/11/2015, 467, 73,599
26/11/2015, 490, 30,578
27/11/2015, 189, 85,447
28/11/2015, 160, 73,139
30/11/2015, 148, 39,577
01/12/2015, 188, 79,379
02/12/2015, 780, 50,280
03/12/2015, 130, 43,580
04/12/2015, 479, 00,334
05/12/2015, 466, 61,344
07/12/2015, 247, 34,266
08/12/2015, 113, 50,136
09/12/2015, 247, 33,599
10/12/2015, 778, 26,457
11/12/2015, 800, 85,140
12/12/2015, 200, 29,126
14/12/2015, 256, 33,157
15/12/2015, 340, 74,130
16/12/2015, 568, 93,148
17/12/2015, 370, 07,124
18/12/2015, 467, 78,468
19/12/2015, 468, 83,238
21/12/2015, 134, 81,245
22/12/2015, 579, 17,359
23/12/2015, 229, 38,116
24/12/2015, 139, 34,347
25/12/2015, 699, 43,166
26/12/2015, 399, 15,357
28/12/2015, 144, 90,280
29/12/2015, 470, 17,269
30/12/2015, 889, 56,457
31/12/2015, 156, 23,300
01/01/2016, 357, 51,560
02/01/2016, 148, 30,479
04/01/2016, 223, 73,670
05/01/2016, 345, 27,368
06/01/2016, 590, 45,249
07/01/2016, 467, 72,200
